Name,Manufacturer ID
Davis,DAVST
DAVIES TRUCK EQUIP LTD.,DAVIS
Davidson Tnak,DAVTN
David Clark Co Inc,DCLRK
David Brown,DABRN
DAVEY COMPRESSOR CO.,DAVEY
"DAVCO, INC.",DAVCO
Dattco Inc,DATCO
DATSUN,DATSN
DATCON INSTRUMENT COMPANY,DTCIN
Das Roadpro,DASXX
DAS Companies Inc,DASCO
"DART,K.W.\TRALR",DARTX
Dart Truck,DARTT
Dart Container Corporation,DARTC
Darr Equipment Company,DAREQ
Darling Bolt Company,DARBL
DARGO,DARGO
Darex,DRDOC
"DAP, INC.",DAPXX
Danuser Machine Co Inc,DANUR
DANRUSS ENTERPRISES,DNRSS
Danline,DANLN
Daniel Weinbach & Partners Ltd,WEINB
"DANHARD, INC.",DNHRD
Danfoss Power Solutions,DANPW
Danfoss North America,DAFNA
Danfoss Fluid Power,DAFLP
Dandl Mower,DANDL
Danaher Corporation,DANHR
DANA CORPORATION,DANAX
Damsen Trailers,DAMSN
Daman Products Company Inc,DAMPR
DALLAS TRUCK AIR CONDITIONING & ELECTRIC,DALLS
Dallas Trailers,DALTR
DALLAS SPRING,DLLAS
Dallas Metal Fabricator,DALLA
Dale Adams Enterprises,DADAM
Dakota Ultra Sonics,DKULT
Dakota Tire,DKOTA
Dakota Riggers & Toll Supply Inc,DRGRS
DAKOTA MANUFACTURING CO.,DAKOT
Dakota Electronics,DAKTA
DAIRY EQUIPMENT CO.,DAIRY
DaimlerChryslerAG,DMLER
Daimler Trucks North America,DTNAX
Daily EQ,DAYEQ
DAILEY BODY COMPANY,DLYBD
Daikin Industries Ltd,DAIKN
Daihatsu,DHTSU
Daido,DIADO
DAI TECHNOLOGIES,DAITC
Dahmer Powertrain Inc,DMRPT
Dahlman Electrical Cords,DHLMN
DAHL,DAHLX
DAGENHAM,DGNHM
"DAF (IHC, NETHERLANDS)",DAFXX
Daewoo Heavy Industries,DAEWO
Daemar Inc,DAEMR
Dacon Industries Co,DACON
"DACO TRAILER, INC.",DACTR
DA Manufacturing,DAMFG
D-A Lubricants Inc,DALUB
"D.R. MARKETING, INC.",DRMRK
D.M.T. Corp,DMTCP
"D&E Industries, Inc.",DEIND
D S Anthony & Sons,DSANS
D and W Diesel and Electric Inc,DANDW
D and W Clutch and Brake,DWCBX
D & W Diesel,DWDSL
D & D Instruments,DDINS
Cypress,CYPRS
Cygnus Instruments,CYGIN
Cyclone,CYCLN
Cycloid Company,CYCLD
CYCLO-GUARD AIR DRYERS,CYCGR
Cyclo Industries LLC,CYCLO
Cyalume Technologies,CYATC
CW Mill Equipment Co Inc,CWMIL
CW Manufacturing Ltd,CWMAN
CVS Houston,CVSHU
CVS Controls,CVSCT
CVG,CVGXX
CV Products,CVPRD
Cutting Edge Supply,CUTNG
Custom Vacuum,CUSYA
Custom Upholstery,CSTUP
CUSTOM TRAILERS,CUSTM
CUSTOM RADIO CORPORATION,CSTRD
Custom Metalcraft Inc,CUSMT
Custom Manufacturing,CSTOM
Custom Leathercraft Manufacturing,CLCXX
CUSTOM INDUSTRIES,CSTIN
Custom Hoists Inc,CUSTH
Custom Graphics,CSTGR
Custom Enterprises,CSENT
"CUSTOM CRAFTED DOLLIES, INC.",CSTCD
Custom Control Sensors LLC (CCS),CCSEN
"Custom Clutch, Joint and Hydraulics Inc",CMCLT
Custom Built,CUSBL
CUSTOM BODY MFG.,CSTBD
Custom Actuator Products Inc,CSTAP
Custom Accessories,CSACC
Custer Products Limited,CUSPR
CUSHMAN MOTORS,CSHMN
Cush Corporation,CUSHS
Cusco,CUSCO
Curved Glass Distributors,CRVDG
Curtiss-Wright Flow Control,CWFCL
Curtiss-Wright,CURTW
Curtis Toledo Inc.,CURTO
Curtis Marine,CUMNE
CURTIS MANUFACTURING,CURTS
Curtis Instruments Inc,CURTI
Curtis 1000,CRTIS
Curt Manufacturing,CRTHI
Curotto-Can Inc,CRATO
CUNO,CUNOX
Cunningham Manufacturing Company,CMCXX
Cunha Products OHD,CUNHA
CUMMINS SUNSTRAND INC.,CMMSN
"Cummins Engine Company, Inc.",CMMNS
Cul-Mac Products,CLMPR
Cul-Mac Industries Inc,CULMC
CUI Inc,CUINC
Cub Cadet,CUBCD
CTW Electrical Co Inc,CTWEL
CTR Industrial Chemicals,CTRIC
CTECH Manufacturing,CTECM
CTE Canada Ltd,CTECN
CTC,CTCXX
CT Air Link,CTAIR
CST Inc,CSTXX
CSL Silicones Inc,CSLSI
CSK Proshop,CSKPS
CSF,CSFXX
Crysteel Manufacturing,CYLMN
Crystal,CRYST
Cryomax Cooling Systems Corp,CRYOM
Cryogenic Experts Inc,CRYOE
Cryo Canada Inc,CRYOC
Crydom Inc,CRYDM
Crutchfield Corp,CRFLD
Crusader Marine,CRSDM
Crusader,CRSDR
Cruiser Accessories LLC,CRUAC
Cruisemaster,CRSMR
Cruise-Aire Air Conditioning,CTSAR
CRS Service Inc,CRSSR
CRS Pump Parts Co,CRSPP
CRS Electronics LTD,CRSEL
Crown Mats,CRMAT
Crown Equipment Company,CRWEQ
"CROWN ENGINES & PARTS CO., LTD.",CRWEN
Crown Energy Technologies Inc,CRNEN
CROWN ELECTRONICS,CRWNE
"CROWN DIVISION, THE ALLEN GROUP, INC.",CRWDV
CROWN CONTROLS CORP.,CRWCN
CROWN COACH CORP.,CRWCC
Crown Battery Manufacturing,CRNBT
Crown Automotive,CRAUT
Crown Air,CRWNA
"CROUSE-HINDS DIV., COPER INDUSTRIES",CRSHN
Crouch Sales Co Inc,CRUSL
CrossRoads RV,CRSRV
Cross Telecom,CROTC
Cross Shaft Innovations Inc,CSIIX
Cross Manufacturing Inc,CROSM
Cross Country,CROSS
Cross & Morse Power Transmission Solutions,CROMR
Crosrol Inc,CROSI
Crosley Trailer,CROTR
Crosland,CSLND
CROSBY GROUP,CRSGR
Cropac Equipment Inc,CROEQ
Croos Manufacturing,CROOS
Cronkhite Industries Incorporated,CRNKH
Cromiance,CROMI
CriticalTool,CRTOL
Crewson Brunner Industries,CRWSN
Crest Truck Parts,CREST
Crest Industries Inc,CRSXX
"CRESCENT CO., DIV. OF AVNET CORP.",CRSCN
Crequent Towing Products,CREQU
Crenlo,CRNLO
Creative Resource Industries Inc,CRIIX
Creative Coatings Co Inc,CRTCO
Creative Bus Sales,CBUSS
Creative Assembly Systems,CASXX
"CRC Industries, Inc.",CRCIN
CRC Canada Inc,CRCCN
Crawford Products,CRAFP
Crawford Machine,CRFRD
CRAVEN TASKER,CRVTS
Crary Industries,CRARI
Cranston Iron Works,CRIWK
CraneMann,CRNMN
Crane Power Take-Off,CRPTO
CRANE FRUEHAUF,CRNFR
"CRANE COR TEC, INC.",CORTC
Crane Composites Inc,CRNCO
"CRANE CARRIER, CCI CORP.",CRANE
Crane Cams,CRNCM
Cramaro Tarpaulin Systems,CRMCO
Craftsman Tools Inc,CRAFT
Craftsman Tools,CRMTL
Crafco Inc,CRFCO
CPS Products,CPSPR
CPS Coatings,CPSCT
CPL Systems Canada,CPLXX
CPC Speciality Chemical Experts,SPCHE
CP Manufacturing,CPMAN
Cozad Trailers,COZAD
Coyote International LLC,CYOTE
Cox Reels,COXRL
Cox Printing,COXPR
Cox North America Inc,COXNA
Cox,COXXX
Cowan Imaging Group,COWAN
Covercraft Industries Inc,COVCR
Coventry Climax,CVNTY
Couplings Company Inc,COUPL
Coupled Products LLC,CUPLD
Couplamatic Systems Inc,CPMTC
Country Coach Motorhome,COCMH
Country Boy Trailers,CTYBT
Counteract Balancing Beads Inc,CNTRA
Counter Parts,CONTP
Cougar Industries,COUGR
"COTTRELL, INC.",CTTRL
Cotta Transmission Company,COTTA
Cosel Power Supply,COSPW
CORTINA TOOL & MOLDING CO.,CRTNT
Cortina Safety Products Group,CORSF
Corteco,CORTE
Cortec Fluid Control,CORTF
"CORPAC CO., LTD.",CORPC
Corotech Coatings Corporation,COROT
CORONET PARTS,CRNTP
Corona Supplies,COROS
Cornwell Quality Tools,CNWQT
Cornell Tire,CRNEL
Cornelius Manufacturing,CORMF
Cormach Crane Sales Inc,CCSIX
Corliving Products,CORLV
Corken Inc div of IDEX Corp,CORKN
Corghi SPA,CORGH
Coretex Group,CORTX
CORBETT,CRBTT
Corbeil Bus,CORBL
Copper Core Limited,COPCL
COPCO STEEL & ENGINEERING CO.,COPCO
Copal Electronics,COPAL
Coopers,COPRS
COOPER TIRE & RUBBER CO.,CPRTR
Cooper State Bolt and Nut Companry,CSBNC
Cooper Industries LLC,COOPI
Cooper Automotive,COOPR
Co-Op Petroleum,COOPP
Cool-It HiWay Services Inc,COOLI
Coolgas Inc,COOLG
Cool Star,CLSTR
Cool Heat Truck Parts,COLHT
Cool Cab,COOLC
COOK PAINT & VARNISH CO.,COOKP
Cook Hydraulic Service,COHDW
Cook Fasteners Inc,COOKF
COOK COMPOSITES & POLYMERS,COOKC
COOK BODY COMPANY,COKBD
Con-Way Freight,CONWY
Conveyor & Caster Corp,CONVC
Conveyer Rail,CONRL
Convey-All Industries Inc,CONVI
CONVERTO MANUFACTURING CO.,CNVRT
Convair Engineering Pty Ltd,CONVR
Contrx Industries Inc,CONTX
Control Innovation Inc,CONIN
Control Cables Inc,CONCB
"CONTRAN MANUFACTURING, 1982 LTD.",CNTMN
Contrail Trailers,CNTRL
Contitech,CTECH
Continental Western Corporation,CWSTN
CONTINENTAL TRAILWAYS,CNTTW
CONTINENTAL TRAILER CORP.,CNTTR
CONTINENTAL TIRE NORTH AMERICA,CNTTN
Continental Structural Plastics Inc,CSPIX
Continental Research Corporation,CRCRP
Continental Pump Co,CONPM
CONTINENTAL PRODUCTS CO.,CNTPR
Continental NH3 Products Co Inc,CNNHP
CONTINENTAL MOTORS CORP.,CNTNN
Continental Mfg Inc,CBMWM
Continental Engines Ltd,CONTE
Continental Diversified,CNTLD
Continental Conveyor,CONCV
Continental Chain & Rigging Ltd,CONCR
Continental Cargo div Forest River Inc,CONCG
Continental Batteries,CONTB
Continental Automotive Systems,CONAS
"CONTINENTAL AIR & TECHNOLOGY, INC.",CNTAR
Continental AG,CONAG
Contico Mfg,CONTI
Con-Tech Manufacturing Inc,CONTM
Containment Solutions,CONSL
Contact Instruments Ltd,CNTIS
Consultants F. Drapeau,CONFD
Construction Trade Press,CONTS
Construction Machinery,CONST
Construction Industry Manufacturers Association - CIMA,CIMAX
Construction Forms Inc,CONFM
Construction Electrical Products Inc,CONEP
Consolidated Vendor Lines,CONVL
Consolidated Toledo Drill Bit,DRLBT
Consolidated Spring,CONSP
Consolidated Pneumatic,CNSPN
CONSOLIDATED METCO INC.,CNSMT
Consolidated Fabricators Corp,COFAB
Consolidated Diesel,CONDL
Consolidated Bearings Company,CONBG
Conoco,CONCO
Connor Manufacturing Services,CNRMS
Conner Spring,CONNR
Connector Concepts Inc,CCXXX
Connection Technology Center Inc,CONTC
Conmet,CONMT
Conley Max Energy Inc,CMAXE
Conley Corporation,CONLY
Coni Seal,CONIX
Condutix-Wampfler,CONDU
"Condor, Div. of Time Manufacturing",CONDR
Condor Engineering and Manufacturing LLC,CONEM
CONDAR CARRIAGE CO.,CNDRC
Concrete Mixer Supply,CONMS
Concrete Materials Company,CONMC
Concoa North America,CONCA
Concepts NREC,CONCP
Concept Products Corp,CNCPT
Concentric Rockford Inc,CONRK
Conbraco,CONBR
Conax Technologies,CONAX
Conant Controls Inc,CONCI
Conair/Franklin,CNAFR
COMTELCO INDUSTRIES,CMTLC
Comtech Inc,COMTC
"CompX International, Inc",COMPX
Compton Motors Inc,CMTNM
Comptank Corporation,COMTK
Compressorworks Inc,COMPW
Compresseur D'Air Express,CMPRS
Components Company Inc,CPMCI
Componenta UK Ltd,COMPA
Component Technology Inc,CMPTC
Complete Pump Corp.,COMPL
COMPLETE PARTS,CMPPR
Complementary Coatings Corp,COMCT
COMPAIR-CANADA LTD.,CMPCN
Compair,COMPR
Comp Cams,COMPC
Como International,COMOI
Commonwealth Ind. Corp.,CMNWL
"Commercial Vehicle Group, Inc.",CVGRP
COMMERCIAL VANS INC./BABCOCK MOTOR BODIES LTD.,CMMVN
COMMERCIAL TRUCK BODIES LTD.,CMMRC
COMMERCIAL TRUCK BODIES,CMMTR
Commercial Structures,COMST
"COMMERCIAL SHEARING, DIV. OF COMPONENT TECH.",CMMSH
Commercial Pumps,COMRL
COMMERCIAL PLASTICS,CMMPL
Commercial Parts and Pumps,COMPT
Commercial Ignition,COMIG
Commercial Fastening,CFAST
Command Electronics,CMMEL
Comfortaire Inc,CFAIR
"Comfort Seat, Ltd.",CFMST
Comfort Products Inc,CMFRT
Comfort 4 Less,COMLS
Comforser Canada,COMFS
Comet Industrial Pump Division,COMIP
COMET CORP.,COMET
Comdyne Inc,COMDY
CombiLift Inc,CMBLF
Comat Releco Group,COMRG
Comair Rotron,CARTN
Columbus McKinnon Corp,COLMK
Columbus Gasket Co,COGCO
Columbus Auto Parts,COLUM
COLUMBIA TRAILER CO. LTD.,CLMTR
Columbia Pacar Corp,COLPR
COLUMBIA BODY & EQUIP CORP.,COLMB
Colt Industries,COLTX
COLSON CASTER CORP.,COLSN
Colrain,COLRN
Colony Tire Corp,COLON
Colonial Sales Division,COLSL
"COLLINS MANUFACTURING CO., LTD.",CLLMN
"Collins Bus Manufacturing, Inc",COLBS
Collars & Couplings Inc,COLCP
Coles-Grove,COLSG
Cole-Palmer Canada Inc,CLPLM
Coleman Tool and Manufacturing Corp,COLTM
COLEMAN COMPANY,CLMAN
Coleman Cable Inc,CCIXX
COLE TRAILER COMPANY,COLEX
Cole Hersee Company,COLHR
Cold Headers Inc,CLDHD
Cojali USA Inc,COIAL
Coilhose,COILH
Coil Solutions,COILS
Cognis Corporation,COGNS
Cogema,COGMA
Coffing Hoist,COFST
Cofap,COFAP
Code 3 Inc,CODEI
Codard Valves,CDVLE
Cockshutt,COKST
COCHRANE EQUIPMENT CO.,CCHRN
Coca-Cola Bottling Co Consolidated,CCBCC
Coburn-Myers,COBMY
Cobreq Inc.,COBEQ
Cobra Wire & Cable div EIS Inc,CWACX
Cobra Electronics Corporation,COBRE
Cobra Clean LLC,COCLN
Cobra,COBRA
Cobo International,COBOX
Cobbe Industries Inc,COBBE
Cobb Mfg,COBBM
Coats,COATS
COASTAL MOBILE & MODULAR CORP.,COSTL
Coastal Machinery,COAST
Coastal Industries Inc,CSTAL
Coastal Diesel Service Inc,CDSXX
Coast to Coast International,CTCIN
Coast Powertrain,CPLTD
Coast Counties Truck and Equipment,CCTEQ
Coast,CSTPX
Coachguard,CCHGD
Coach Brakes,CCHBR
COACH & EQUIPMENT MFG. CORP.,CCHEQ
CNC Flow Control,CNCFL
CNB Technology Inc,CNBTC
CMS Communications,CMSCO
CMP Oilfield Service Inc,CMPOS
CMP,CMPXX
C-More Inc,CMORE
CMI,CMIXX
CMC Rescure Equipment,CMCEQ
CM Entertainment Technology,CMENT
CLYDE IRON,CLYIR
Clutch Craft Clutches,CCCLU
Club3D,CLUBD
"Club Car, Inc.",CLBCR
Cloyes,CLOYS
Cloverdale Paint,CLVPT
CLOUGH EQUIPMENT CO.,CLGHX
Cloud Rider Designs Ltd,CLRDR
Clore Automotive,CLORE
CLM,CLMXX
Clippard Instrument Laboratory Inc,CLPRD
Cliplight Manufacturing Company,CLIPL
Clinton Engine,CLTEN
Clinton Electrical & Plum,CLIEL
Cline Mining Trucks,CLNMG
CLIMAX INT'L EQUIP CO. LTD.,CLIMX
"Climatech, div. of Paccar, Inc.",CLIMA
ClimaTech Inc,CLMTC
Climate Control,CLIMC
Cliff's Fire Extinguisher,CLFSF
Clifford Alarms,CLIFF
CLF Warehouse,CLFWH
Clevite Engine Parts,CLVTE
CLEVELAND TWIST DRILL CANADA LTD.,CLVTW
Cleveland Tank Co,CLETK
CLEVELAND STEEL PRODUCTS CORP.,CLVLN
Cleveland Ignition Company,CICOX
Cleveland Hardware and Forging Co,CLVHF
Cleveland Gear,CLVGR
Clesco Manufacturing,CLSCO
Clendenin Brothers Inc,CBIXX
ClenAir Manufacturing Inc,CLNAR
"Clement Industries, Inc",CLEND
Clemco,CLMCO
"Cleasby Conveyors, Inc",CLCON
Clearview Safety,CLRSF
Clearshield Washer Fluid,CLSHD
Clearplus USA,CLEAP
Clearlamp Techniques,CLTEC
Clearing,CLRNG
Clearflow Valves Inc,CLFLV
CLEAR CORPORATION,CLEAR
CleanFuel USA,CFUSA
Clean Tools Inc,CLNTL
Clean Seal Inc,CLSLI
Clean Inc,CLEAN
Clean Diesel Technologies Inc,CDTIX
Clean Burn Inc,CLBRN
Clazzico.com,CLAZC
CLAYTON MANUFACTURING CO.,CLYTN
Clay and Bailey Manufacturing,CLBLM
Cla-Val Valve,CLAVL
Classic Industries,CLASS
Classic Fire Protection Inc,CLFRP
Class C Solutions,CLCSL
Class 1 a Unit of Idex Corporation,CLSSO
Clarkson Osborne Tools Ltd,CLRTL
Clarkson Auto Electric and Carburetor,CLRKE
Clarke International,CLKPP
"CLARKE DIV., MCGRAW-EDISON CO.",CLRKD
"CLARK TRAILER SERVICE, INC.",CLRTR
Clark Security Products,CLSEP
Clark Seals LTD,CLRKS
Clark Filter - Clarcor,CLRKF
CLARK EQUIPMENT CO.,CLARK
CLARK BROTHERS INSTRUMENT CO.,CLRKB
Clarios,CLROS
Clarion Corp,CLARN
"Clamps, Inc.",CLAMP
Clampco Products Inc,CLPRI
Claas of America LLC,CLAAS
CK Worldwide Inc,CKWWX
CK Technologies,CKTEC
CJ Wire & Cable,CJWRC
Civacon,CVACN
City Wide Radiators,CTWRD
CITY WELDING & MFG. CO.,CITYX
City Truck & Trailer Parts,CITTR
City Trailer Mfg Inc,CITYT
City Spring Ltd,CTSPR
Citroen,CITRN
Citgo Petroleum Corp,CITGO
Citation Inc,CITAT
CIT Group Inc,CITGR
Cisco-Eagle Inc,CSINC
Cirteq Limited,CIRTQ
Circuit-Test Electronics,CIRTE
Circor Energy,CIRGY
Circle Valve Technologies Inc,CIRVL
"Circle Seal Controls, a Brunswick Co",CIRSL
Cipa-USA,CIPAX
Cintube LTD,CINTB
Cincinnati Radiator Inc,CINCY
Cincinnati Caliper,CINCP
Cinch Connectivity Solutions,CINCH
Cim-Tek,CIMTK
Cimline Pavement Maintenance Group,CMPGX
Cimc Group,CIMCG
CIBIE,CIBIE
Chubb Detroit,CHUBB
Chu Hung Oil Seals Industrial Co Ltd,CHUHG
Chrysler -Plymouth,CHRYS
CHRYSLER CORP MARINE/INDUSTRIAL DIV,CHRMR
Chrysler Canada Inc,CHYCN
Chronkhite Trailer,CHRTL
Chromiance Corp,CHRIA
Chrome Craft,CRMCR
Chrome Country,CHROM
Chromalox,CHRMX
Christie Electric Corp.,CHREL
Chrisman & Associates,CHRIS
Chris-Craft,CHAFT
Chore Master,CHORE
Choko Authentic Apparel,CHOKO
Choctaw,CHTAW
Chloride Power Systems and Solutions Limited,CHPSY
Chipmore,CHIPE
Chinook O-Rings,CHNOR
Chinada Brake Parts,CHNDA
China National Heavy Duty Truck Group Co. LTD,CNHTC
Chilton,CHILT
Chillicothe Metal Co Inc,CMCOI
CHILDS TRUCK BODIES,CHLTR
Child-Check Mate Systems Inc,CHILD
Chief Technology,CHEFT
Chief,CHIEF
Chicago-Allis,CHALS
CHICAGO TUBE & IRON CO.,CHCTB
CHICAGO RAWHIDE MFG. CO.,CHCRW
CHICAGO PNEUMATIC TOOL CO.,CHCGN
CHICAGO HARDWARE & FIXTURE CO.,CHCGH
Chicago Electric,CHELE
Chicago Aerosol,CHIAR
Chicage Miniature Lampworks,CHMLP
CHEVRON USA INC.,CHVRN
Chevrolet Motor Div. of General Motors Corp.,CHVRL
Chesapeake Rim and Wheel Inc,CRWXX
Cherry Aerospace,CHRRY
Cherne Stringer,CHERN
Chem-Wipe Industries,CHEMW
Chemtool Inc,CHEMT
Chemtex,CHMTX
Chem-Tainer,CHMTN
Chemstation,CHEMS
ChemStar Mechanical Packing Inc,CMSTR
Chemgrout,CMGRT
Chemfax,CHMFX
Chemco Inc,CEMCO
Chem Spec,CEMSP
Chem Pak Solutions Inc,CHPKS
Chem Oil Products,CHEMP
Chelsea Products,CHELS
Cheetah Chassis Corp,CHETA
Checkpoint,CHCKP
Checkfluid Inc,CKFLD
Checkers Industrial Safety Products,CHSFP
CHECKER MOTORS CORP.,CHCKR
CHECK-ALL VALVE MFG. CO.,CKALV
Chausse Distributor,CHAUS
Chassis King,CHSKN
Charter V-Belts,CHRTR
Chart Industries,CHART
Char-Lynn,CHRLN
Charlton & Hill,CHARH
Charlotte Pipe and Foundry Company,CPAFC
Chargette Refrigerant,CHARG
Chargetek,CHRGT
Chardon Rubber Co Inc,CRBCO
Chardon Rubber Co,CHRDN
Chapin International Inc,CHAPI
Chaparral Manufacturing Inc,CPMFI
CHANNEL LOCK INC.,CHNNL
Changzhou Dongfeng Agricultural Machinery Group Co,DFAMX
Chaney Instrument,CHANI
Chandler Brands LLC,CHDLR
Chandan Steel Limited,CHSTL
"Chance Rides Manufacturing, Inc.",CHANC
Champion Tow Ropes,CHPTR
"CHAMPION SPARK PLUG, DIV. COOPER INDUSTRIES",CHMSP
Champion Rebuilders,CHAMR
Champion Radiators,CHMRD
Champion Parts Inc,CHMPT
Champion Laboratories Inc,CHMPF
Champion Industries Inc,CHIND
CHAMPION HOME BUILDERS CO.,CHMHM
Champion Grader,CHMPG
Champion Energy,CHMEN
Champion Cutting Tools,CHATL
Champion Corporation,CHAMP
CHAMPION COATINGS,CHMPC
"CHAMPION CO.,THE",CHMCO
CHAMPION CARRIERS INC.,CHMPN
Champion Bus Company,CHAMB
Champion Brands LLC,CHBRN
"CHAMP SERVICE LINE DIV., STD. MOTOR PRODUCTS INC.",CHMPS
Champ Seals LLC,CHSEA
CHAM-CAL Engineering Co,CHMCL
Chambers,CHMBR
CHAMBERLIN TRAILERS,CHMTR
Chamberlain Inc,CHMBN
"CHALMERS SUSPENSIONS, INT'L, LTD.",CHLSS
Challenger Lifts,CHALG
"CHALLENGER ARCTIC TRAVLR DIV., TRANE",CHLNG
CHALLENGER,CHLLN
"CHALLENGE-COOK BROS., INC.",CHLCK
Challenge Electronics,CHLEL
Chalks Truck Parts Inc,CHLKP
Chainbelt,CMBLT
Chain Quest Corp,CHNQU
CGR PRODUCTS,CGRPR
"CG&J, Inc.",CGJXX
CFC Air Conditioning,CFCAC
CF Gomma,CFGOM
CEW Filters,CEWXX
CET,CETXX
Cessna,CSSNA
Cervis Inc,CERVS
CertiFit - Ostler International Inc,OSTLR
"CERTIFIED,BUTLER MFG. CO.",CRTFD
Certified Wire Rope & Testing Inc,CRWRT
Certified Slings and Supply Inc,CRTSL
"Certified Safety, Mfg",CRTSF
Certified Power,CRPWR
Certified Laboratories,CERTL
Certex USA,CERTX
Ceromet,CERMT
Cerlist Diesel,CERDI
Cequent Trailer Products,CEQNT
Cequent Performance Products,CEQPE
CenturyVallen,CENTV
Century Valve,CNTYV
Century Tool & Equipment,CETLE
Century div of Miller Industries Towing Co,CNTRY
Century Brake,CENBR
Century Batteries,CENBT
Centrix International Electric,CNTRX
Centrifuse,CNTFS
Centric Parts,CNTRC
CENTREVILLE TAG-A-LONG TRAILERS INC.,CTRTG
CENTRAMATIC,CENTR
"CENTRAL TRUCK BODY CO., LTD.",CNTTC
Central Tools Inc.,CNTTL
Central States Bus Sales Inc,CSBUS
Central Service & Supply,CNSRV
Central Power Systems and Services,CPSAS
Central Mine Equipment,CMEXX
Central Freight Lines Inc,CNTFT
Central Automotive Warehouse,CENAW
Centerline Wheel,CTRLN
Center-Line Trailers,CENTL
Center-Line Curtain,CNTCR
Center Tool,CNTLX
Center Mfg,CTRMG
"CENTENNIAL INDUSTRIES DIV., DOUGLAS & LOMASON",CNTIN
Centennial Battery System,CNTBT
CENTENNIAL (DUNLOP TIRE & RUBBER),CNTNL
Centaur,CENTA
Centa Power Transmission,CENTP
Centa Corporation,CENCP
Cenex,CENEX
CEN Electronics,CENEL
Cemso Inc,CEMSO
Cement Test Equipment Inc,CEMTS
CEM Instruments,CEMIN
Celtex Industries,CELTX
Cellucap Melco Mfg,CELMC
Celerity Systems,CELSY
Celect Braking,CELBR
CEJN Industrial Corporation,CEJNI
CEC,CECXX
CE Supply LLC,CESPY
CDS - John Blue Company,CDSJB
CDI Torque Products,CDITP
CDI Seals Inc,CDISE
CDI Energy Products,CDIEN
CDI Electronics Inc,CDIEL
CDI Control Devices,CDIXX
CDE  Cornell Dubilier,CDECD
CCT Driveshaft,CCTXX
CCS Lighting,CCSLT
CCP MANUFACTURING CO.,CCPMN
CCL Security Products,CCLSP
CCI Thermal Technologies,CCITT
Cceco LLC,CCECO
CCC Parts Company,CCPAR
CBS Parts Ltd,CBSPT
CBM - Cars Bus Mans,CBMXX
CBF S R L,CBFXX
CBC (America) Corp,CBCAM
CB Distributing,CBDST
CAV,CAVXX
Caudle Mrg,CUDLE
Cats Eye Tire Products,CTEYE
"Cato Western, Reptech Inc",CATOW
"CATO TRAILER SERVICE CO., INC.",CATTR
Catlow,CTLOW
Caterpillar,CTRPL
CatClamp,CATCL
Cat Pump Corp,CATPC
Castrol North America,CSTRL
"Castrol Heavy-Duty Lubricants, Inc.",CASHD
Castle Products Inc,CSTLE
Caster Connection Inc,CASTC
Caster Concepts,CASTR
Cast Products Inc,CPINC
Casite,CASIT
Casio Inc,CASIO
Cashco Inc,CASHC
"CASH TRAILERS, INC.",CSHTR
Casella Waste Systems Inc,CASLA
"CASE, J. I. CO. (SUBS TENNECO)",CASEX
CASE POWER & EQUIP LTD.,CASPW
Case New Holland,CNHXX
"CASCO PRODUCTS, DIV. SEQUA CORP.",CASCO
Cascade Trailer,CASCE
Cascade Speciality Products,CASPL
CASCADE CORPORATION,CASCD
Casappa Fluid Power Design,CAFPD
Cary Products Co,CRYPD
Carver Inc,CARVI
CARTWRIGHT,CRTWR
Cartronics,CRTRO
CARTRAN MFG. LTD.,CRTRN
Cartner Corp,CRTNR
Carter Fuel Systems,CARFS
Carter Chemicals and Services Inc,CCHEM
"CARTER CARBURETOR DIV., ACF IND",CARTR
Carson Trailer,CARTL
Carsaver Pro,CRSVR
Cars,CARSX
Carry-On Trailers,CYRON
CARRYMASTER,CRRYM
Carroll Tire Company,CRTRE
CARROLL CO.,CRRLL
Carrlane Manufacturing,CARLN
CARRIER CORPORATION,CARRR
Carraro,CARRO
Carrand Companies Inc,CARND
Carr Accessories,CARRX
CARQUEST CORP,CARQU
Carpenter Group,CRPTR
"CARPENTER BODY WORKS, INC.",CRPNT
Car-Pak Mfg. Co. Inc.,CARPK
Carousel Industries of North America,CAROS
Carotron Inc,CARTI
Carolina Truck and Body,CRLNA
Carolina North Mfg Inc,CLNAN
"CAROLINA MILLS, INC.",CAROL
Carolina Material Handling,CARMH
CAROLINA GRATING CO. INC.,CRLGR
Carolina Glove Company,CGSCX
Carolina Extruded Plastic Inc,CAREP
Carolina Custom Rubber Co,CARRU
"CAROL CABLE CO., DIV. OF AVNET CORP.",CRLCB
Carol Automotive,CARLA
Carmeco,CRMEC
Carmate Trailers Inc,CAMTE
"CAR-MAR, INC.",CARMR
Carmanah,CRMAH
Carlyle Compressor,CARCM
Carlton Bates Co,CRLBT
Carlson Brake Products,CRLSN
Carlor Engineering,CARLR
CARLON,CRLON
Carlo Gavazzi Inc,CARGV
Carlisle Tire,CARLE
Carlisle Power Transmission Products,CAPWR
CARLISLE CORP.,CRLSL
Carlisle Brake & Friction Inc,CARBK
Carling Electric Inc,CAREI
CARGOTROL,CRGTR
Cargotec,CARTH
Cargo-Safe,CRGSF
"CARGOMATIC DIV., TRI-DAIR INDUSTRIES",CRGMT
Cargo Mate div Forest River Inc,CGMAT
Cargo Equipment Corp,CARGO
Cargo Craft Inc,CARGC
Cargo Control USA,CCUSA
